longitude,latitude,annotation
-122.012081,45.642388,outdoor
-122.012039,45.642369,outdoor
-122.011995,45.642347,outdoor
-122.011964,45.642324,outdoor
-122.011926,45.64235,outdoor
-122.0119,45.642373,outdoor
-122.011858,45.642387,outdoor
-122.011809,45.642397,outdoor
-122.011781,45.642422,outdoor
-122.011756,45.64245,outdoor
-122.011714,45.642453,outdoor
-122.01165,45.642445,outdoor
-122.01161,45.642432,outdoor
-122.011576,45.642417,outdoor
-122.011546,45.642362,outdoor
-122.011529,45.642335,outdoor
-122.011572,45.642328,outdoor
-122.01162,45.64234,outdoor
-122.011664,45.642356,outdoor
-122.01169,45.642398,outdoor
-122.011711,45.642424,outdoor
-122.011685,45.642449,outdoor
-122.011654,45.642474,outdoor
-122.01164,45.642501,outdoor
-122.011605,45.642526,outdoor
-122.011561,45.642506,outdoor
-122.011519,45.642506,outdoor
-122.011493,45.642529,outdoor
-122.011472,45.642555,outdoor
-122.011423,45.642566,outdoor
-122.011402,45.642595,outdoor
-122.011418,45.642624,outdoor
-122.011425,45.642654,outdoor
-122.011385,45.642656,outdoor
-122.011359,45.642677,outdoor
-122.011332,45.642698,outdoor
-122.011284,45.642704,outdoor
-122.011247,45.642727,outdoor
-122.011216,45.642764,outdoor
-122.011202,45.6428,outdoor
-122.011184,45.642841,outdoor
-122.011171,45.642867,outdoor
-122.011144,45.642888,outdoor
-122.011107,45.642912,outdoor
-122.011085,45.642941,outdoor
-122.011054,45.64296,outdoor
-122.011039,45.642985,outdoor
-122.011007,45.642956,outdoor
-122.010985,45.642928,outdoor
-122.010911,45.642909,outdoor
-122.010865,45.642903,outdoor
-122.010819,45.642915,outdoor
-122.010781,45.642904,outdoor
-122.010743,45.642893,outdoor
-122.010683,45.642897,outdoor
-122.010633,45.642906,outdoor
-122.01059,45.642906,outdoor
-122.010551,45.642901,outdoor
-122.010505,45.642908,outdoor
-122.010464,45.642923,outdoor
-122.01045,45.642948,outdoor
-122.010417,45.642972,outdoor
-122.010373,45.64298,outdoor
-122.010321,45.642971,outdoor
-122.010279,45.642984,outdoor
-122.010266,45.64302,outdoor
-122.010231,45.643037,outdoor
-122.010192,45.643031,outdoor
-122.010153,45.643014,outdoor
-122.010121,45.642997,outdoor
-122.010079,45.643001,outdoor
-122.010061,45.643025,outdoor
-122.010034,45.643049,outdoor
-122.010021,45.64308,outdoor
-122.009988,45.643111,outdoor
-122.009929,45.643115,outdoor
-122.009862,45.64309,outdoor
-122.009826,45.643064,outdoor
-122.009784,45.643032,outdoor
-122.009756,45.643013,outdoor
-122.009738,45.642982,outdoor
-122.009769,45.642962,outdoor
-122.009824,45.642962,outdoor
-122.009855,45.64301,outdoor
-122.009837,45.643038,outdoor
-122.009816,45.643065,outdoor
-122.009776,45.643077,outdoor
-122.009737,45.643079,outdoor
-122.009709,45.643104,outdoor
-122.009697,45.643139,outdoor
-122.009692,45.643176,outdoor
-122.009681,45.643214,outdoor
-122.009648,45.643236,outdoor
