longitude,latitude,annotation
-84.272717,46.59128,outdoor
-84.272722,46.591284,outdoor
-84.272727,46.591288,outdoor
-84.272732,46.591292,outdoor
-84.272761,46.591313,outdoor
-84.272794,46.591322,outdoor
-84.272811,46.591318,outdoor
-84.272832,46.59133,outdoor
-84.272843,46.591335,outdoor
-84.272853,46.59134,outdoor
-84.272853,46.591347,outdoor
-84.272884,46.591361,outdoor
-84.272917,46.591383,outdoor
-84.272922,46.591388,outdoor
-84.272932,46.591399,outdoor
-84.272957,46.591401,outdoor
-84.272966,46.591409,outdoor
-84.272981,46.591421,outdoor
-84.272993,46.591426,outdoor
-84.273023,46.591433,outdoor
-84.273035,46.591436,outdoor
-84.273046,46.591439,outdoor
-84.273081,46.591441,outdoor
-84.273102,46.591444,outdoor
-84.273124,46.591446,outdoor
-84.273171,46.591447,outdoor
-84.273237,46.591469,outdoor
-84.273267,46.591505,outdoor
-84.273287,46.591535,outdoor
-84.273307,46.591566,outdoor
-84.273312,46.591576,outdoor
-84.273321,46.591607,outdoor
-84.273316,46.591622,outdoor
-84.273313,46.591629,outdoor
-84.273311,46.591636,outdoor
-84.273308,46.591643,outdoor
-84.273305,46.59165,outdoor
-84.273315,46.591682,outdoor
-84.273319,46.59169,outdoor
-84.273329,46.591727,outdoor
-84.273326,46.591745,outdoor
-84.2733,46.591765,outdoor
-84.273289,46.591773,outdoor
-84.273267,46.591788,outdoor
-84.273251,46.591788,outdoor
-84.273204,46.591807,outdoor
-84.273191,46.591812,outdoor
-84.273161,46.591818,outdoor
-84.273145,46.591827,outdoor
-84.273109,46.591845,outdoor
-84.273076,46.591857,outdoor
-84.273062,46.591863,outdoor
-84.27302,46.591881,outdoor
-84.273008,46.591889,outdoor
-84.272988,46.591903,outdoor
-84.272979,46.591911,outdoor
-84.272967,46.59193,outdoor
-84.272958,46.591943,outdoor
-84.27294,46.591957,outdoor
-84.272912,46.591957,outdoor
-84.27287,46.591962,outdoor
-84.272828,46.591976,outdoor
-84.27282,46.591979,outdoor
-84.272789,46.591986,outdoor
-84.272771,46.59199,outdoor
-84.272745,46.592019,outdoor
-84.272738,46.592028,outdoor
-84.272705,46.592051,outdoor
-84.272703,46.59206,outdoor
-84.272665,46.592078,outdoor
-84.272654,46.592087,outdoor
-84.272646,46.592111,outdoor
-84.272647,46.592122,outdoor
-84.272633,46.592142,outdoor
-84.272618,46.592152,outdoor
-84.272595,46.592179,outdoor
-84.272589,46.59219,outdoor
-84.272576,46.592203,outdoor
-84.272568,46.592217,outdoor
-84.272545,46.592243,outdoor
-84.272546,46.592254,outdoor
-84.272525,46.592258,outdoor
-84.272509,46.592268,outdoor
-84.272487,46.592278,outdoor
-84.272479,46.592279,outdoor
-84.27247,46.59228,outdoor
-84.272462,46.592281,outdoor
-84.272453,46.592282,outdoor
-84.272441,46.592297,outdoor
-84.272435,46.592306,outdoor
-84.272429,46.592315,outdoor
-84.272422,46.592325,outdoor
-84.272416,46.592334,outdoor
-84.27241,46.592343,outdoor
-84.272404,46.592352,outdoor
-84.272437,46.592364,outdoor
-84.272446,46.59237,outdoor
-84.272455,46.592376,outdoor
-84.272483,46.592385,outdoor
-84.272504,46.592388,outdoor
-84.272562,46.592393,outdoor
-84.272585,46.592399,outdoor
-84.272625,46.592406,outdoor
-84.27264,46.592413,outdoor
-84.272694,46.592424,outdoor
-84.272741,46.592441,outdoor
-84.272804,46.59247,outdoor
-84.272863,46.592488,outdoor
-84.27289,46.592495,outdoor
-84.272935,46.592503,outdoor
-84.272989,46.592524,outdoor
-84.273049,46.592524,outdoor
-84.273092,46.592537,outdoor
-84.27313,46.592554,outdoor
-84.273203,46.592569,outdoor
-84.273247,46.592588,outdoor
-84.273297,46.592615,outdoor
-84.273356,46.592622,outdoor
-84.273378,46.592627,outdoor
-84.273431,46.592626,outdoor
-84.27345,46.592622,outdoor
-84.27348,46.592599,outdoor
-84.273484,46.592578,outdoor
-84.273473,46.592572,outdoor
-84.273463,46.592565,outdoor
-84.273453,46.592559,outdoor
-84.273448,46.592558,outdoor
-84.273415,46.592544,outdoor
-84.273395,46.59255,outdoor
-84.27338,46.592552,outdoor
-84.273367,46.592554,outdoor
-84.273336,46.592563,outdoor
-84.273327,46.592566,outdoor
-84.273318,46.592568,outdoor
-84.273293,46.592564,outdoor
-84.273277,46.592555,outdoor
-84.273259,46.592546,outdoor
-84.273247,46.592529,outdoor
-84.273203,46.592506,outdoor
-84.273176,46.592498,outdoor
-84.273125,46.592487,outdoor
-84.273107,46.592487,outdoor
-84.273068,46.592479,outdoor
-84.273051,46.592474,outdoor
-84.273004,46.592447,outdoor
-84.272953,46.592438,outdoor
-84.27294,46.592433,outdoor
-84.272908,46.592429,outdoor
-84.272895,46.592428,outdoor
-84.272881,46.592427,outdoor
-84.27285,46.592429,outdoor
-84.272833,46.592421,outdoor
-84.272795,46.592408,outdoor
-84.272784,46.592404,outdoor
-84.27274,46.592389,outdoor
-84.272728,46.592386,outdoor
-84.272733,46.592381,outdoor
-84.27275,46.592356,outdoor
-84.272774,46.592331,outdoor
-84.272799,46.592307,outdoor
-84.27281,46.592302,outdoor
-84.272851,46.592285,outdoor
-84.272887,46.592266,outdoor
-84.272897,46.59226,outdoor
-84.272941,46.592248,outdoor
-84.272964,46.592247,outdoor
-84.273006,46.592254,outdoor
-84.273044,46.592246,outdoor
-84.273086,46.592238,outdoor
-84.273104,46.592238,outdoor
-84.273126,46.592251,outdoor
-84.273172,46.59225,outdoor
-84.273189,46.592251,outdoor
-84.273219,46.592244,outdoor
-84.273238,46.59224,outdoor
-84.27329,46.592233,outdoor
-84.273306,46.59223,outdoor
-84.273356,46.592206,outdoor
-84.273375,46.592198,outdoor
-84.273431,46.592196,outdoor
-84.273468,46.592205,outdoor
-84.27351,46.592226,outdoor
-84.273555,46.592238,outdoor
-84.273597,46.592242,outdoor
-84.273653,46.592257,outdoor
-84.273681,46.592257,outdoor
-84.273704,46.592255,outdoor
-84.273757,46.592277,outdoor
-84.273781,46.592281,outdoor
-84.273821,46.592278,outdoor
-84.273862,46.592282,outdoor
-84.273876,46.592282,outdoor
-84.273921,46.592293,outdoor
-84.273969,46.592317,outdoor
-84.274006,46.592338,outdoor
